id,brand_name,generic_name,no_pocket,no_box,kind_id,ml,unit_id,weight,location,country_id,company,barcode,price,existence,minmum_existence,maximum_existence,must_advised,dividing_rules,cautions,usages,description,image,user
14482,SOFT SILK,,1,1,127,,,,,,,,55,,0,0,,,,,,,1
14483,MODILAC 1,,1,1,98,,,,,,,,200,,0,0,,,,,,,1
14484,MODILAC 2,,1,1,98,,,,,,,,200,,0,0,,,,,,,1
14485,MAXI CEREAL,,1,1,117,,,,,,,,130,,0,0,,,,,,,1
14486,AIROL-N,,1,1,121,,,,,,,,350,,0,0,,,,,,,1
14487,SENSITELIAL SPF 50,,1,1,99,,,,,,,,650,,0,0,,,,,,,1
14488,MASCARA & EYELINER XXL,,1,1,100,,,,,,,,70,,0,0,,,,,,,1
14489,STARS BIJAN ITALY,,1,1,100,,,,,,,,115,,0,0,,,,,,,1
14490,TOUCH ME UNDER ARM,,1,1,9,,,,,,,,120,,0,0,,,,,,,1
14491,M.M NECK SUPPORT,,1,1,5,,,,,,,,300,,0,0,,,,,,,1
14492,EURON FORM,,1,1,125,,,,,,,,210,,0,0,,,,,,,1
14493,KNEE SUPPORT PASHMI,,1,1,5,,,,,,,,180,,0,0,,,,,,,1
14494,THERAMED 2 IN 1 ORIGINAL,,1,1,92,,,,,,,,150,,0,0,,,,,,,1
14495,PANISELLO OLIVE POMACE,,1,1,61,,,,,,,,100,,0,0,,,,,,,1
14496,عصا زير بغلي زرد رنگ,,1,1,31,,,,,,,,900,,0,0,,,,,,,1
14497,WINERGY,,1,1,130,,,,,,,,25,,0,0,,,,,,,1
14498,KEKY LATTE,,1,1,112,,,,,,,,10,,0,0,,,,,,,1
14499,SKIN DOCTOR SPF 80,,1,1,99,,,,,,,,250,,0,0,,,,,,,1
14500,MAMMY 5,,1,1,125,,,,,,,,160,,0,0,,,,,,,1
14501,MAMMY 3,,1,1,125,,,,,,,,280,,0,0,,,,,,,1
14502,MAMMY 4,,1,1,125,,,,,,,,280,,0,0,,,,,,,1
14503,MAMMY 5,,1,1,125,,,,,,,,85,,0,0,,,,,,,1
14504,MAMMY 4,,1,1,125,,,,,,,,80,,0,0,,,,,,,1
14505,MAMMY 3,,1,1,125,,,,,,,,80,,0,0,,,,,,,1
14506,MAMMY 2,,1,1,125,,,,,,,,280,,0,0,,,,,,,1
14507,LSS ASIA PH,,1,1,5,,,,,,,,240,,0,0,,,,,,,1
14508,MAMMY 2,,1,1,125,,,,,,,,80,,0,0,,,,,,,1
14509,EUNICELL BATTERY,,1,1,31,,,,,,,,10,,0,0,,,,,,,1
14510,FRESH ROSE,,1,1,88,,,,,,,,10,,0,0,,,,,,,1
14511,HOT SHAPERS SHEKAM-BAND,,1,1,5,,,,,,,,400,,0,0,,,,,,,1
14512,HOT SHAPERS SHALWAR,,1,1,5,,,,,,,,650,,0,0,,,,,,,1
14513,SUGAR FREE CHOCOLATE KAMVAR,,1,1,130,,,,,,,,150,,0,0,,,,,,,1
14514,KAMVAR CANNED CHERRY,,1,1,103,,,,,,,,150,,0,0,,,,,,,1
14515,KAMVAR CANNED PEAR,,1,1,103,,,,,,,,100,,0,0,,,,,,,1
14516,KAMVAR CANNED APPLE,,1,1,103,,,,,,,,140,,0,0,,,,,,,1
14517,PANASONIC EH-HW 18-K,,1,1,29,,,,,,,,1550,,0,0,,,,,,,1
14518,PHILIPS PERFECT RESULTS,,1,1,29,,,,,,,,3640,,0,0,,,,,,,1
14519,DILY BEAUTY SPECIALIST,,1,1,100,,,,,,,,1420,,0,0,,,,,,,1
14520,SAYONA SHS-9115,,1,1,29,,,,,,,,800,,0,0,,,,,,,1
14521,SAYONA PPS SY-831,,1,1,29,,,,,,,,925,,0,0,,,,,,,1
14522,SAYONA SHS-9120,,1,1,29,,,,,,,,1200,,0,0,,,,,,,1
14523,THERAMED PURE BREATH 2 IN 1,,1,1,31,,,,,,,,150,,0,0,,,,,,,1
14524,THERAMED FRESH MINT,,1,1,31,,,,,,,,150,,0,0,,,,,,,1
14525,COLOSSAL KAJAL,,1,1,100,,,,,,,,30,,0,0,,,,,,,1
14526,MOON STAR 3D WHITENING,,1,1,9,,,,,,,,95,,0,0,,,,,,,1
14527,VOYAQUER,,1,1,135,,,,,,,,35,,0,0,,,,,,,1
14528,DIBLONG,,1,1,130,,,,,,,,170,,0,0,,,,,,,1
14529,ZN PLUS,,1,1,90,,,,,,,,115,,0,0,,,,,,,1
14530,BEHDUSH,,1,1,93,,,,,,,,55,,0,0,,,,,,,1
14531,FISH,,1,1,96,,,,,,,,100,,0,0,,,,,,,1
14532,GIGGLES,,1,1,125,,,,,,,,190,,0,0,,,,,,,1
14533,Q7 GOLD,,1,1,130,,,,,,,,230,,0,0,,,,,,,1
14534,PYRAMID,,1,1,130,,,,,,,,5,,0,0,,,,,,,1
14535,BANANA WAFERSS,,1,1,106,,,,,,,,10,,0,0,,,,,,,1
14536,CUTA WET SKIN CARE,,1,1,14,,,,,,,,150,,0,0,,,,,,,1
14537,SEAGUL SUN PRO SPF 60,,1,1,99,,,,,,,,190,,0,0,,,,,,,1
14538,PURE ROOTS BODY CARE,,1,1,14,,,,,,,,65,,0,0,,,,,,,1
14539,BABY LAND چوشك,,1,1,147,,,,,,,,20,,0,0,,,,,,,1
14540,STAR FRUITY SHINE,,1,1,124,,,,,,,,50,,0,0,,,,,,,1
14541,DOLPHI DP 6562,,1,1,96,,,,,,,,70,,0,0,,,,,,,1
14542,BABY KING,,1,1,96,,,,,,,,50,,0,0,,,,,,,1
14543,BABY KING,,1,1,96,,,,,,,,60,,0,0,,,,,,,1
14544,SELENIUM SULFIDE 2.5%  IR,,1,1,90,,,,,,,,105,,0,0,,,,,,,1
14545,HOT SHAPERS KAMAR-BAND,,1,1,5,,,,,,,,550,,0,0,,,,,,,1
14546,HOT SHAPERS BLUZ,,1,1,5,,,,,,,,600,,0,0,,,,,,,1
14547,HIMALAYA,,1,1,90,,,,,,,,210,,0,0,,,,,,,1
14548,JOSH CLASSIC,,1,1,135,,,,,,,,20,,0,0,,,,,,,1
14549,DENTOVIS,,1,1,54,,,,,,,,70,,0,0,,,,,,,1
14550,MAM MA A+ CAN,,1,1,98,,,,,,,,180,,0,0,,,,,,,1
14551,MAMA A+ PAKATI,,1,1,98,,,,,,,,90,,0,0,,,,,,,1
14552,روغن هاي طبيعي و گياهي,,1,1,151,,,,,,,,170,,0,0,,,,,,,1
14553,SEAGULL BODY BEAUTY FACE,,1,1,119,,,,,,,,130,,0,0,,,,,,,1
14554,DOCTOR JILA ANTI-CHAP,,1,1,9,,,,,,,,95,,0,0,,,,,,,1
14555,DOCTOR JILA 35+ INVISIBLE,,1,1,99,,,,,,,,160,,0,0,,,,,,,1
14556,IROX repairing&softening,,1,1,111,,,,,,,,85,,0,0,,,,,,,1
14557,IROX ANTI-DANDRUFF,,1,1,90,,,,,,,,130,,0,0,,,,,,,1
14558,SUBARU FAST BLACK HAIR,,1,1,90,,,,,,,,85,,0,0,,,,,,,1
14559,SLEEPY MAKE UP,,1,1,126,,,,,,,,25,,0,0,,,,,,,1
14560,SLEEPY,,1,1,126,,,,,,,,10,,0,0,,,,,,,1
14561,COOL COOL,,1,1,153,,,,,,,,180,,0,0,,,,,,,1
14562,LACTOMIL (Infant Formula) 1,,1,1,98,,,,,,,,210,,0,0,,,,,,,1
14563,OWINFACE,,1,1,96,,,,,,,,210,,0,0,,,,,,,1
14564,Dolphin,,1,1,105,,,,,,,,30,,0,0,,,,,,,1
14565,GARLIC SKIN DOCTOR,,1,1,90,,,,,,,,130,,0,0,,,,,,,1
14566,BON VITA PEEL-OF MASK,,1,1,163,,,,,,,,70,,0,0,,,,,,,1
14567,MAYA SPECILA NEDDS (شيرداني كام چاك),,1,1,96,,,,,,,,350,,0,0,,,,,,,1
14568,BEILOR,,1,1,104,,,,,,,,55,,0,0,,,,,,,1
14569,FRANCE LATI AR,,1,1,98,,,,,,,,440,,0,0,,,,,,,1
14570,FRANCE LATI PRE,,1,1,98,,,,,,,,430,,0,0,,,,,,,1
14571,BB  JARDIN DES FLEURS (MAX BEAUTY ),,1,1,9,,,,,,,,90,,0,0,,,,,,,1
14572,TAIYU SPF 45 SUNSCREEN,,1,1,14,,,,,,,,200,,0,0,,,,,,,1
14573,FRESH LIFE,,1,1,125,,,,,,,,190,,0,0,,,,,,,1
14574,GOLRANG MULTIVITAMIN,,1,1,90,,,,,,,,55,,0,0,,,,,,,1
14575,SILCA BRILLIANT WHITE,,1,1,92,,,,,,,,90,,0,0,,,,,,,1
14576,PARJAK,,1,1,90,,,,,,,,45,,0,0,,,,,,,1
14577,ORCHID SPF 30 WHITENING,,1,1,9,,,,,,,,120,,0,0,,,,,,,1
14578,FITNE HERBAL,,1,1,31,,,,,,,,440,,0,0,,,,,,,1
14579,SPORT MAN,,1,1,88,,,,,,,,20,,0,0,,,,,,,1
14580,MOLEX EMOLLIENT,,1,1,9,,,,,,,,95,,0,0,,,,,,,1
14581,PROTECT G-GUM CARE,,1,1,92,,,,,,,,50,,0,0,,,,,,,1
14582,NACTALIA 2,,1,1,98,,,,,,,,250,,0,0,,,,,,,1
14583,DYNAMIN,,1,1,128,,,,,,,,40,,0,0,,,,,,,1
14584,BOYN (B12),,1,1,91,,,,,,,,70,,0,0,,,,,,,1
14585,VIERGO (MINOXIDIL ),,1,1,90,,,,,,,,330,,0,0,,,,,,,1
14586,BIC No.4 WOMEN,,1,1,88,,,,,,,,80,,0,0,,,,,,,1
14587,PONDS COLD,,1,1,9,,,,,,,,70,,0,0,,,,,,,1
14588,TEETH WHITENING CHARCOAL,,1,1,22,,,,,,,,65,,0,0,,,,,,,1
14589,BEST FOR YOUR BABY,,1,1,171,,,,,,,,50,,0,0,,,,,,,1
14590,BIODENT,,1,1,122,,,,,,,,30,,0,0,,,,,,,1
14591,ACNEDERMA(ALLANTOIN+VITAMIN-E) {DERMACURE},,1,1,80,,,,,,,,100,,0,0,,,,,,,1
14592,DERMA SAFE ANTI STRETCH MARKS,,1,1,9,,,,,,,,410,,0,0,,,,,,,1
14593,ALKALINE BATTERY,,1,1,31,,,,,,,,10,,0,0,,,,,,,1
14594,SIGOL,,1,1,97,,,,,,,,20,,0,0,,,,,,,1
14595,Saviz (Hand & Face),,1,1,9,,,,,,,,40,,0,0,,,,,,,1
14596,LIFE FORCE MASSAGER,,1,1,29,,,,,,,,1000,,0,0,,,,,,,1
14597,LASTIC LONG,,1,1,97,,,,,,,,25,,0,0,,,,,,,1
14598,LASTIC SMALL,,1,1,97,,,,,,,,20,,0,0,,,,,,,1
14599,SABI-GLOW,,1,1,9,,,,,,,,150,,0,0,,,,,,,1
14600,KETOVIS Z (KETOCONAZOLE+ZINC) (ANVIS),,1,1,90,,,,,,,,150,,0,0,,,,,,,1
14601,KAMWAR COCOA,,1,1,106,,,,,,,,85,,0,0,,,,,,,1
14602,FLURODENT (WHITENING PLUS RESTORING),,1,1,16,,,,,,,,60,,0,0,,,,,,,1
14603,PIROX {CRYSTOLITE},,1,1,90,,,,,,,,260,,0,0,,,,,,,1
14604,FIFTH AVENUE,,1,1,88,,,,,,,,30,,0,0,,,,,,,1
14605,CYBER SONIC,,1,1,29,,,,,,,,315,,0,0,,,,,,,1
14606,CYBEHNP TEPMOMETP,,1,1,29,,,,,,,,70,,0,0,,,,,,,1
14607,HERO,,1,1,135,,,,,,,,70,,0,0,,,,,,,1
14608,SHIFOF,,1,1,147,,,,,,,,20,,0,0,,,,,,,1
14609,SPHYGMOMANOMETER VALVE,,1,1,31,,,,,,,,140,,0,0,,,,,,,1
14610,PRE SCAB,,1,1,80,,,,,,,,70,,0,0,,,,,,,1
14611,TIANQIU CR 2032 BATTERY,,1,1,31,,,,,,,,30,,0,0,,,,,,,1
14612,BPO 2.5% {DERMACURE},,1,1,80,,,,,,,,90,,0,0,,,,,,,1
14613,LICEGUARD MEDICATED,,1,1,80,,,,,,,,110,,0,0,,,,,,,1
14614,MORINAGA BF 1,,1,1,98,,,,,,,,250,,0,0,,,,,,,1
14615,STRETCH MARKS,,1,1,9,,,,,,,,120,,0,0,,,,,,,1
14616,SENSODYNE FRESH MINT,,1,1,92,,,,,,,,150,,0,0,,,,,,,1
14617,BLACK COLLECTION,,1,1,88,,,,,,,,600,,0,0,,,,,,,1
14618,PURPLE COLLECTION,,1,1,88,,,,,,,,400,,0,0,,,,,,,1
14619,BEAUTIFUL,,1,1,88,,,,,,,,150,,0,0,,,,,,,1
14620,ARABIAN NIGHTS,,1,1,88,,,,,,,,650,,0,0,,,,,,,1
14621,PINK HEART,,1,1,88,,,,,,,,250,,0,0,,,,,,,1
14622,HARDCORE,,1,1,88,,,,,,,,450,,0,0,,,,,,,1
14623,WHITE PEARL,,1,1,88,,,,,,,,650,,0,0,,,,,,,1
14624,RED HEART,,1,1,88,,,,,,,,250,,0,0,,,,,,,1
14625,درمان و كنترول فشار خون عوامل-عوارض,,1,1,151,,,,,,,,180,,0,0,,,,,,,1
14626,درمان و كنترول چربي خون با طب گياهي,,1,1,151,,,,,,,,150,,0,0,,,,,,,1
14627,درمان كمر درد با طب گياهي,,1,1,151,,,,,,,,140,,0,0,,,,,,,1
14628,درمان بيماريهاي معده و دستگاه گوارش با طب گياهي,,1,1,151,,,,,,,,220,,0,0,,,,,,,1
14629,شگفتي هاي درماني حجامت-زالو و بادكش,,1,1,151,,,,,,,,195,,0,0,,,,,,,1
14630,درمان بيماريهاي آلرژي-خارش پوست..,,1,1,151,,,,,,,,195,,0,0,,,,,,,1
14631,درمان بيماريهاي پروستات و مجاري ادراري,,1,1,151,,,,,,,,230,,0,0,,,,,,,1
14632,درمان بيماريهاي قلبي و عروقي,,1,1,151,,,,,,,,260,,0,0,,,,,,,1
14633,روغن بدن كودك فيروز,,1,1,61,,,,,,,,85,,0,0,,,,,,,1
14634,FIROOZ MILK,,1,1,80,,,,,,,,45,,0,0,,,,,,,1
14635,FIROOZ VASELINE,,1,1,18,,,,,,,,32,,0,0,,,,,,,1
14636,FIROOZ VASELIN,,1,1,145,,,,,,,,45,,0,0,,,,,,,1
14637,FIROOZ,,1,1,90,,,,,,,,155,,0,0,,,,,,,1
14638,MARS 88 4,,1,1,125,,,,,,,,60,,0,0,,,,,,,1
14639,ADIB ANTI WART,,1,1,18,,,,,,,,130,,0,0,,,,,,,1
14640,ADIB HERBAL MASK,,1,1,163,,,,,,,,130,,0,0,,,,,,,1
14641,SUPER,,1,1,105,,,,,,,,35,,0,0,,,,,,,1
14642,HYDRODERM LADY (ANTI STRETCH MARKS),,1,1,9,,,,,,,,170,,0,0,,,,,,,1
14643,AILLIN (BABY BOTTLE),,1,1,31,,,,,,,,50,,0,0,,,,,,,1
14644,MY SPF 60,,1,1,99,,,,,,,,130,,0,0,,,,,,,1
14645,BAG FOR PRESSURE MACHINE,,1,1,5,,,,,,,,180,,0,0,,,,,,,1
14646,ارمغان الهي (غذاهاي خام گياهي),,1,1,151,,,,,,,,500,,0,0,,,,,,,1
14647,پانزده روز تا سلامتي,,1,1,151,,,,,,,,500,,0,0,,,,,,,1
14648,عسل درماني (شگفتي قرآن كريم),,1,1,151,,,,,,,,550,,0,0,,,,,,,1
14649,ارمغان تندرستي (آشنايي با غذاهاي گياهي،،),,1,1,151,,,,,,,,500,,0,0,,,,,,,1
14650,راز كاميابي (در زندگي زناشويي),,1,1,151,,,,,,,,500,,0,0,,,,,,,1
14651,كليد ورود به طب قديم,,1,1,151,,,,,,,,450,,0,0,,,,,,,1
14652,SIMILAC ISOMIL,,1,1,98,,,,,,,,600,,0,0,,,,,,,1
14653,VI-ONE,,1,1,92,,,,,,,,70,,0,0,,,,,,,1
14654,گل يخ,,1,1,88,,,,,,,,20,,0,0,,,,,,,1
14655,عطر 2007,,1,1,88,,,,,,,,25,,0,0,,,,,,,1
14656,PROTECT G-GUM CARE,,1,1,92,,,,,,,,65,,0,0,,,,,,,1
14657,SKY (APPLE LEMON MINT),,1,1,128,,,,,,,,50,,0,0,,,,,,,1
14658,ECZEMA {MASK},,1,1,80,,,,,,,,85,,0,0,,,,,,,1
14659,PARI (MASK),,1,1,80,,,,,,,,90,,0,0,,,,,,,1
14660,DRYSKN (MASK),,1,1,80,,,,,,,,90,,0,0,,,,,,,1
14661,FUNGAL (MASK),,1,1,80,,,,,,,,90,,0,0,,,,,,,1
14662,BB CINEMA FOUNDATION,,1,1,9,,,,,,,,100,,0,0,,,,,,,1
14663,SEABIES {MASK},,1,1,14,,,,,,,,113,,0,0,,,,,,,1
14664,SKINSOO,,1,1,14,,,,,,,,100,,0,0,,,,,,,1
14665,MASK MOISTURIZING,,1,1,14,,,,,,,,115,,0,0,,,,,,,1
14666,NECAL ALLA PLACENTA,,1,1,90,,,,,,,,350,,0,0,,,,,,,1
14667,SEABIES {MASK},,1,1,80,,,,,,,,85,,0,0,,,,,,,1
14668,PHILADELPHIA COOLAR NECK SUPPORT,,1,1,5,,,,,,,,260,,0,0,,,,,,,1
14669,TAILAIMEI WHITENING POWDER,,1,1,100,,,,,,,,70,,0,0,,,,,,,1
14670,TAILAIMEI COMPACT,,1,1,22,,,,,,,,120,,0,0,,,,,,,1
14671,REMY,,1,1,13,,,,,,,,190,,0,0,,,,,,,1
14672,TLM TAILAIMEI COMPACT,,1,1,22,,,,,,,,90,,0,0,,,,,,,1
14673,XUEYINZI 360 DENSE,,1,1,100,,,,,,,,180,,0,0,,,,,,,1
14674,HOLIENIAO,,1,1,100,,,,,,,,100,,0,0,,,,,,,1
14675,LOTUS ORAL CARE,,1,1,102,,,,,,,,30,,0,0,,,,,,,1
14676,AIWA AMLA,,1,1,61,,,,,,,,100,,0,0,,,,,,,1
14677,REAL HERBAL AMLA,,1,1,61,,,,,,,,70,,0,0,,,,,,,1
14678,REAL HERBAL AMLA,,1,1,61,,,,,,,,35,,0,0,,,,,,,1
14679,SUNLOC (SUN BLOCK SPF 60),,1,1,14,,,,,,,,85,,0,0,,,,,,,1
14680,CANDEREL BOTALY,,1,1,31,,,,,,,,230,,0,0,,,,,,,1
14681,CANDEREL PAKATY,,1,1,31,,,,,,,,165,,0,0,,,,,,,1
14682,KTZ (KETOCONAZOLE)),,1,1,90,,,,,,,,95,,0,0,,,,,,,1
14683,RADANT (BISABOLOL ENRICHED),,1,1,9,,,,,,,,212,,0,0,,,,,,,1
14684,HEEL GUARD SAVIZ,,1,1,9,,,,,,,,50,,0,0,,,,,,,1
14685,VITAMIN E FOOT,,1,1,9,,,,,,,,50,,0,0,,,,,,,1
14686,SHALIS,,1,1,13,,,,,,,,110,,0,0,,,,,,,1
14687,GLAN (ANTI-CHAP),,1,1,9,,,,,,,,25,,0,0,,,,,,,1
14688,ALPHA 2,,1,1,98,,,,,,,,300,,0,0,,,,,,,1
14689,DISAAR (SUNBLOCK),,1,1,9,,,,,,,,95,,0,0,,,,,,,1
14690,TOP COLLECTION,,1,1,9,,,,,,,,80,,0,0,,,,,,,1
14691,MOWARID (TOOTH BRUSH HOLDER),,1,1,31,,,,,,,,100,,0,0,,,,,,,1
14692,WERTHER'S ORIGINAL,,1,1,116,,,,,,,,210,,0,0,,,,,,,1
14693,ALPHA 1,,1,1,98,,,,,,,,295,,0,0,,,,,,,1
14694,DAY BY DAY,,1,1,103,,,,,,,,180,,0,0,,,,,,,1
14695,DERMA CARE,,1,1,80,,,,,,,,110,,0,0,,,,,,,1
14696,HERO BABY ( SUTLU MEYVELI 8 TAHILLI),,1,1,22,,,,,,,,160,,0,0,,,,,,,1
14697,VITAMIN E SKIN CARE,,1,1,9,,,,,,,,50,,0,0,,,,,,,1
14698,BIC No. 1 MEN,,1,1,88,,,,,,,,110,,0,0,,,,,,,1
14699,NAN 3,,1,1,98,,,,,,,,240,,0,0,,,,,,,1
14700,ARAY MOISTURIZING,,1,1,9,,,,,,,,30,,0,0,,,,,,,1
14701,CANDID (CLOTRIMAZOLE+SELENIUM SULFIDE) {DERMACURE},,1,1,90,,,,,,,,175,,0,0,,,,,,,1
14702,SOLBOL (HAIR DARKENING SHAMPOO),,1,1,90,,,,,,,,20,,0,0,,,,,,,1
14703,EVER BEAUTY,,1,1,9,,,,,,,,110,,0,0,,,,,,,1
14704,SEXY MASCARA,,1,1,31,,,,,,,,140,,0,0,,,,,,,1
14705,ACCU-CHEK (PERFORMA),,1,1,133,,,,,,,,650,,0,0,,,,,,,1
14706,ACCU-CHEK (AVIVA),,1,1,133,,,,,,,,1800,,0,0,,,,,,,1
14707,VASELINE,,1,1,90,,,,,,,,150,,0,0,,,,,,,1
14708,DOCTOR JILA,,1,1,99,,,,,,,,200,,0,0,,,,,,,1
14709,FACE ONE (PHARMA ONE),,1,1,9,,,,,,,,70,,0,0,,,,,,,1
14710,GOAT MILK (WHITENING),,1,1,9,,,,,,,,240,,0,0,,,,,,,1
14711,SOWHITE (ANTI MARK ),,1,1,9,,,,,,,,154,,0,0,,,,,,,1
14712,"KETOFORD (KETOCONAZOLE ,ZPTO )",,1,1,90,,,,,,,,90,,0,0,,,,,,,1
14713,KNOOL,,1,1,14,,,,,,,,77,,0,0,,,,,,,1
14714,VALERA BLACK MASK,,1,1,163,,,,,,,,140,,0,0,,,,,,,1
14715,DERMA FLEX  FACE & NECK,,1,1,9,,,,,,,,110,,0,0,,,,,,,1
14716,T&E BATTERY,,1,1,31,,,,,,,,70,,0,0,,,,,,,1
14717,SHAHEEN,,1,1,9,,,,,,,,60,,0,0,,,,,,,1
14718,2222,,1,1,6,,,,,,,,6.69,,0,0,,,,,,,1
14719,DINA,,1,1,129,,,,,,,,40,,0,0,,,,,,,1
14720,EKVAN,,1,1,106,,,,,,,,5,,0,0,,,,,,,1
14721,PVC,,1,1,144,,,,,,,,53,,0,0,,,,,,,1
14722,GARNIER MEN SHAMPOO COLOR,,1,1,90,,,,,,,,90,,0,0,,,,,,,1
14723,NIVEA,,1,1,153,,,,,,,,320,,0,0,,,,,,,1
14724,FASMC,,1,1,89,,,,,,,,120,,0,0,,,,,,,1
14725,AGIVA,,1,1,154,,,,,,,,170,,0,0,,,,,,,1
14726,NIVEA MEN (ANTI-BACTERIAL),,1,1,95,,,,,,,,330,,0,0,,,,,,,1
14727,FASMC,,1,1,9,,,,,,,,120,,0,0,,,,,,,1
14728,FRESH MAN,,1,1,95,,,,,,,,180,,0,0,,,,,,,1
14729,SEVDA MEN BLACK MASK,,1,1,163,,,,,,,,100,,0,0,,,,,,,1
14730,GOLD MAKE UP FIXER,,1,1,31,,,,,,,,200,,0,0,,,,,,,1
14731,OLIMAX,,1,1,80,,,,,,,,55,,0,0,,,,,,,1
14732,GRAPIN,,1,1,80,,,,,,,,50,,0,0,,,,,,,1
14733,ALE,,1,1,80,,,,,,,,50,,0,0,,,,,,,1
14734,GOL CITO (HERBAL LIGHTENING),,1,1,80,,,,,,,,145,,0,0,,,,,,,1
14735,LOREAL NEW SUBLIME,,1,1,99,,,,,,,,370,,0,0,,,,,,,1
14736,DERMOYS {DERMACURE},,1,1,9,,,,,,,,145,,0,0,,,,,,,1
14737,SKIN DOCTOR HAIR NURTURING,,1,1,90,,,,,,,,260,,0,0,,,,,,,1
14738,MARS 88 3,,1,1,125,,,,,,,,60,,0,0,,,,,,,1
14739,HYDRODERM FOR CHILDRN,,1,1,9,,,,,,,,190,,0,0,,,,,,,1
14740,DOCTOR JILA EUCERINE,,1,1,9,,,,,,,,100,,0,0,,,,,,,1
14741,MERY,,1,1,90,,,,,,,,85,,0,0,,,,,,,1
14742,MERY (SULFUR 10%)),,1,1,80,,,,,,,,25,,0,0,,,,,,,1
14743,HIMALAYA CLEAR COMPLEXION WHITENING,,1,1,121,,,,,,,,115,,0,0,,,,,,,1
14744,MAXIUS (TIBEZONIUM LODIDE )_W18-,,1,1,54,,,,,,,,120,,0,0,,,,,,,1
14745,DERMA FLEX (INTIME GENITAL),,1,1,25,,,,,,,,88,,0,0,,,,,,,1
14746,DREAM,,1,1,145,,,,,,,,65,,0,0,,,,,,,1
14747,INSPIRE,,1,1,145,,,,,,,,85,,0,0,,,,,,,1
14748,BABY LAND 221,,1,1,147,,,,,,,,35,,0,0,,,,,,,1
14749,CERTEZA STETHOSCOPE,,1,1,29,,,,,,,,350,,0,0,,,,,,,1
14750,HIMALAYA (DIAPER RASH ),,1,1,9,,,,,,,,180,,0,0,,,,,,,1
14751,HOVID O'YES FEMINLY,,1,1,25,,,,,,,,143,,0,0,,,,,,,1
14752,UNISOUND HEARING AID,,1,1,29,,,,,,,,1100,,0,0,,,,,,,1
14753,MAX LADY,,1,1,90,,,,,,,,210,,0,0,,,,,,,1
14754,CANDID (CLOTRIMAZOLE ) {DERMACURE},,1,1,80,,,,,,,,130,,0,0,,,,,,,1
14755,PRESTIGE,,1,1,106,,,,,,,,5,,0,0,,,,,,,1
14756,BIOLAND,,1,1,29,,,,,,,,180,,0,0,,,,,,,1
14757,ON CALL PLUS,,1,1,133,,,,,,,,350,,0,0,,,,,,,1
14758,TIE PANTIES,,1,1,31,,,,,,,,30,,0,0,,,,,,,1
14759,D&J,,1,1,106,,,,,,,,10,,0,0,,,,,,,1
14760,TWINS,,1,1,106,,,,,,,,10,,0,0,,,,,,,1
14761,UREATIV 10,,1,1,14,,,,,,,,250,,0,0,,,,,,,1
14762,HIMALAYA GENTLE,,1,1,126,,,,,,,,150,,0,0,,,,,,,1
14763,WASHAMI OLIVE,,1,1,61,,,,,,,,120,,0,0,,,,,,,1
14764,ROSALINE,,1,1,145,,,,,,,,20,,0,0,,,,,,,1
14765,ROSALINE,,1,1,145,,,,,,,,70,,0,0,,,,,,,1
14766,ROSALINE,,1,1,145,,,,,,,,40,,0,0,,,,,,,1
14767,SHARIF SAFFRON داخل پلاستيك,,1,1,103,,,,,,,,150,,0,0,,,,,,,1
14768,SHARIF SAFFRON داخل پلاستيك,,1,1,103,,,,,,,,75,,0,0,,,,,,,1
14769,SHARIF SAFFRON داخل پلاستيك,,1,1,103,,,,,,,,300,,0,0,,,,,,,1
14770,WHITE RAIN MEGA HOLD,,1,1,25,,,,,,,,35,,0,0,,,,,,,1
14771,ROMP BABY,,1,1,147,,,,,,,,40,,0,0,,,,,,,1
14772,MENS ALOE VERA,,1,1,124,,,,,,,,15,,0,0,,,,,,,1
14773,TEBYAN SOFT SILICONE HEEL PAD,,1,1,5,,,,,,,,300,,0,0,,,,,,,1
14774,POCKET MILK,,1,1,130,,,,,,,,40,,0,0,,,,,,,1
14775,121 EVOLUTION DEVELOPER,,1,1,100,,,,,,,,15,,0,0,,,,,,,1
14776,FLOWER,,1,1,141,,,,,,,,5,,0,0,,,,,,,1
14777,2011 PERFUM,,1,1,88,,,,,,,,20,,0,0,,,,,,,1
14778,ARDENE MOISTURIZING,,1,1,9,,,,,,,,90,,0,0,,,,,,,1
14779,HOMECARE دستگاه فشار خون,,1,1,29,,,,,,,,600,,0,0,,,,,,,1
14780,SBOOK GOOD BODY,,1,1,14,,,,,,,,35,,0,0,,,,,,,1
14781,SHAYA ALOERA,,1,1,80,,,,,,,,35,,0,0,,,,,,,1
14782,SHAYA GINSENG,,1,1,80,,,,,,,,35,,0,0,,,,,,,1
14783,BELOW SUGAR,,1,1,22,,,,,,,,150,,0,0,,,,,,,1
14784,BELOW CUBE,,1,1,103,,,,,,,,170,,0,0,,,,,,,1
14785,BUBU BIG,,1,1,96,,,,,,,,25,,0,0,,,,,,,1
14786,LUKASI,,1,1,31,,,,,,,,15,,0,0,,,,,,,1
14787,BEURER,,1,1,29,,,,,,,,2500,,0,0,,,,,,,1
14788,POLYNECK HARD,,1,1,5,,,,,,,,155,,0,0,,,,,,,1
14789,SUPERNECK SOFT,,1,1,5,,,,,,,,130,,0,0,,,,,,,1
14790,FRESH BREATH,,1,1,31,,,,,,,,50,,0,0,,,,,,,1
